Mar  1 18:59:45 cs219-laptop kernel: [  366.188908] rraac4: 06:20:a6:57:ff:32 : tx_count: 248872, tx_rate: 54M, loss ratio: 0, window size: 40
Mar  1 19:01:10 cs219-laptop kernel: [  373.307242] rraa: 06:20:a6:57:ff:32 : tx_count: 1506, tx_rate: 18M, loss ratio: 33, window size: 20
Mar  1 19:01:10 cs219-laptop kernel: [  373.310181] rraa: 06:20:a6:57:ff:32 : tx_count: 1526, tx_rate: 24M, loss ratio: 9, window size: 40
Mar  1 19:01:10 cs219-laptop kernel: [  373.315596] rraa: 06:20:a6:57:ff:32 : tx_count: 1566, tx_rate: 36M, loss ratio: 2, window size: 40
Mar  1 19:01:10 cs219-laptop kernel: [  373.320972] rraa: 06:20:a6:57:ff:32 : tx_count: 1606, tx_rate: 48M, loss ratio: 0, window size: 40
Mar  1 19:01:10 cs219-laptop kernel: [  373.326721] rraa: 06:20:a6:57:ff:32 : tx_count: 1646, tx_rate: 54M, loss ratio: 4, window size: 40
Mar  1 19:01:11 cs219-laptop kernel: [  373.476663] rraa: 06:20:a6:57:ff:32 : tx_count: 3006, tx_rate: 48M, loss ratio: 16, window size: 40
Mar  1 19:01:11 cs219-laptop kernel: [  373.481263] rraa: 06:20:a6:57:ff:32 : tx_count: 3046, tx_rate: 54M, loss ratio: 0, window size: 40
Mar  1 19:01:11 cs219-laptop kernel: [  373.514748] rraa: 06:20:a6:57:ff:32 : tx_count: 3366, tx_rate: 48M, loss ratio: 11, window size: 40
Mar  1 19:01:11 cs219-laptop kernel: [  373.535364] rraa: 06:20:a6:57:ff:32 : tx_count: 3526, tx_rate: 54M, loss ratio: 2, window size: 40
Mar  1 19:01:12 cs219-laptop kernel: [  373.609245] rraa: 06:20:a6:57:ff:32 : tx_count: 4166, tx_rate: 48M, loss ratio: 18, window size: 40
Mar  1 19:01:12 cs219-laptop kernel: [  373.622834] rraa: 06:20:a6:57:ff:32 : tx_count: 4286, tx_rate: 54M, loss ratio: 2, window size: 40
Mar  1 19:01:12 cs219-laptop kernel: [  373.630279] rraa: 06:20:a6:57:ff:32 : tx_count: 4326, tx_rate: 48M, loss ratio: 11, window size: 40
Mar  1 19:01:12 cs219-laptop kernel: [  373.648668] rraa: 06:20:a6:57:ff:32 : tx_count: 4446, tx_rate: 54M, loss ratio: 4, window size: 40
Mar  1 19:01:12 cs219-laptop kernel: [  373.661072] rraa: 06:20:a6:57:ff:32 : tx_count: 4526, tx_rate: 48M, loss ratio: 14, window size: 40
Mar  1 19:01:12 cs219-laptop kernel: [  373.672747] rraa: 06:20:a6:57:ff:32 : tx_count: 4606, tx_rate: 54M, loss ratio: 2, window size: 40
Mar  1 19:01:13 cs219-laptop kernel: [  373.749131] rraa: 06:20:a6:57:ff:32 : tx_count: 5246, tx_rate: 48M, loss ratio: 11, window size: 40
Mar  1 19:01:13 cs219-laptop kernel: [  373.771735] rraa: 06:20:a6:57:ff:32 : tx_count: 5326, tx_rate: 54M, loss ratio: 4, window size: 40
Mar  1 19:01:14 cs219-laptop kernel: [  373.889986] rraa: 06:20:a6:57:ff:32 : tx_count: 6486, tx_rate: 48M, loss ratio: 14, window size: 40
Mar  1 19:01:14 cs219-laptop kernel: [  373.897595] rraa: 06:20:a6:57:ff:32 : tx_count: 6566, tx_rate: 54M, loss ratio: 2, window size: 40
Mar  1 19:01:14 cs219-laptop kernel: [  374.017901] rraa: 06:20:a6:57:ff:32 : tx_count: 7686, tx_rate: 48M, loss ratio: 20, window size: 40
Mar  1 19:01:15 cs219-laptop kernel: [  374.035945] rraa: 06:20:a6:57:ff:32 : tx_count: 7806, tx_rate: 54M, loss ratio: 2, window size: 40
Mar  1 19:01:15 cs219-laptop kernel: [  374.072257] rraa: 06:20:a6:57:ff:32 : tx_count: 8166, tx_rate: 48M, loss ratio: 11, window size: 40
Mar  1 19:01:15 cs219-laptop kernel: [  374.076602] rraa: 06:20:a6:57:ff:32 : tx_count: 8206, tx_rate: 54M, loss ratio: 2, window size: 40
Mar  1 19:01:15 cs219-laptop kernel: [  374.096726] rraa: 06:20:a6:57:ff:32 : tx_count: 8366, tx_rate: 48M, loss ratio: 13, window size: 40
Mar  1 19:01:15 cs219-laptop kernel: [  374.112720] rraa: 06:20:a6:57:ff:32 : tx_count: 8486, tx_rate: 54M, loss ratio: 2, window size: 40
Mar  1 19:01:15 cs219-laptop kernel: [  374.141013] rraa: 06:20:a6:57:ff:32 : tx_count: 8766, tx_rate: 48M, loss ratio: 13, window size: 40
Mar  1 19:01:15 cs219-laptop kernel: [  374.145425] rraa: 06:20:a6:57:ff:32 : tx_count: 8806, tx_rate: 54M, loss ratio: 4, window size: 40
Mar  1 19:01:16 cs219-laptop kernel: [  374.245208] rraa: 06:20:a6:57:ff:32 : tx_count: 9686, tx_rate: 48M, loss ratio: 13, window size: 40
Mar  1 19:01:16 cs219-laptop kernel: [  374.261414] rraa: 06:20:a6:57:ff:32 : tx_count: 9846, tx_rate: 54M, loss ratio: 4, window size: 40
Mar  1 19:01:16 cs219-laptop kernel: [  374.286153] rraa: 06:20:a6:57:ff:32 : tx_count: 10086, tx_rate: 48M, loss ratio: 11, window size: 40
Mar  1 19:01:16 cs219-laptop kernel: [  374.289943] rraa: 06:20:a6:57:ff:32 : tx_count: 10126, tx_rate: 54M, loss ratio: 2, window size: 40
Mar  1 19:01:17 cs219-laptop kernel: [  374.330574] rraa: 06:20:a6:57:ff:32 : tx_count: 10486, tx_rate: 48M, loss ratio: 13, window size: 40
Mar  1 19:01:17 cs219-laptop kernel: [  374.344097] rraa: 06:20:a6:57:ff:32 : tx_count: 10606, tx_rate: 54M, loss ratio: 4, window size: 40
Mar  1 19:01:17 cs219-laptop kernel: [  374.356783] rraa: 06:20:a6:57:ff:32 : tx_count: 10686, tx_rate: 48M, loss ratio: 16, window size: 40
Mar  1 19:01:17 cs219-laptop kernel: [  374.366205] rraa: 06:20:a6:57:ff:32 : tx_count: 10726, tx_rate: 36M, loss ratio: 25, window size: 40
Mar  1 19:01:17 cs219-laptop kernel: [  374.373729] rraa: 06:20:a6:57:ff:32 : tx_count: 10806, tx_rate: 48M, loss ratio: 0, window size: 40
Mar  1 19:01:17 cs219-laptop kernel: [  374.379451] rraa: 06:20:a6:57:ff:32 : tx_count: 10846, tx_rate: 54M, loss ratio: 4, window size: 40
Mar  1 19:01:17 cs219-laptop kernel: [  374.384692] rraa: 06:20:a6:57:ff:32 : tx_count: 10886, tx_rate: 48M, loss ratio: 13, window size: 40
Mar  1 19:01:17 cs219-laptop kernel: [  374.404302] rraa: 06:20:a6:57:ff:32 : tx_count: 11046, tx_rate: 54M, loss ratio: 2, window size: 40
Mar  1 19:01:18 cs219-laptop kernel: [  374.477141] rraa: 06:20:a6:57:ff:32 : tx_count: 11686, tx_rate: 48M, loss ratio: 23, window size: 40
Mar  1 19:01:18 cs219-laptop kernel: [  374.481306] rraa: 06:20:a6:57:ff:32 : tx_count: 11726, tx_rate: 54M, loss ratio: 2, window size: 40
Mar  1 19:01:18 cs219-laptop kernel: [  374.501970] rraa: 06:20:a6:57:ff:32 : tx_count: 11806, tx_rate: 48M, loss ratio: 11, window size: 40
Mar  1 19:01:18 cs219-laptop kernel: [  374.507649] rraa: 06:20:a6:57:ff:32 : tx_count: 11846, tx_rate: 54M, loss ratio: 4, window size: 40
Mar  1 19:01:18 cs219-laptop kernel: [  374.548427] rraa: 06:20:a6:57:ff:32 : tx_count: 12246, tx_rate: 48M, loss ratio: 11, window size: 40
Mar  1 19:01:18 cs219-laptop kernel: [  374.552480] rraa: 06:20:a6:57:ff:32 : tx_count: 12286, tx_rate: 54M, loss ratio: 4, window size: 40
Mar  1 19:01:18 cs219-laptop kernel: [  374.610755] rraa: 06:20:a6:57:ff:32 : tx_count: 12846, tx_rate: 48M, loss ratio: 16, window size: 40
Mar  1 19:01:19 cs219-laptop kernel: [  374.629015] rraa: 06:20:a6:57:ff:32 : tx_count: 13006, tx_rate: 54M, loss ratio: 2, window size: 40
Mar  1 19:01:19 cs219-laptop kernel: [  374.739177] rraa: 06:20:a6:57:ff:32 : tx_count: 14046, tx_rate: 48M, loss ratio: 11, window size: 40
Mar  1 19:01:20 cs219-laptop kernel: [  374.757438] rraa: 06:20:a6:57:ff:32 : tx_count: 14166, tx_rate: 54M, loss ratio: 4, window size: 40
Mar  1 19:01:20 cs219-laptop kernel: [  374.817487] rraa: 06:20:a6:57:ff:32 : tx_count: 14726, tx_rate: 48M, loss ratio: 14, window size: 40
Mar  1 19:01:20 cs219-laptop kernel: [  374.832257] rraa: 06:20:a6:57:ff:32 : tx_count: 14806, tx_rate: 36M, loss ratio: 24, window size: 40
Mar  1 19:01:20 cs219-laptop kernel: [  374.836470] rraa: 06:20:a6:57:ff:32 : tx_count: 14846, tx_rate: 48M, loss ratio: 6, window size: 40
Mar  1 19:01:20 cs219-laptop kernel: [  374.840853] rraa: 06:20:a6:57:ff:32 : tx_count: 14886, tx_rate: 54M, loss ratio: 2, window size: 40
Mar  1 19:01:20 cs219-laptop kernel: [  374.848962] rraa: 06:20:a6:57:ff:32 : tx_count: 14966, tx_rate: 48M, loss ratio: 14, window size: 40
Mar  1 19:01:20 cs219-laptop kernel: [  374.853335] rraa: 06:20:a6:57:ff:32 : tx_count: 15006, tx_rate: 54M, loss ratio: 0, window size: 40
Mar  1 19:01:20 cs219-laptop kernel: [  374.893541] rraa: 06:20:a6:57:ff:32 : tx_count: 15406, tx_rate: 48M, loss ratio: 11, window size: 40
Mar  1 19:01:21 cs219-laptop kernel: [  374.905624] rraa: 06:20:a6:57:ff:32 : tx_count: 15526, tx_rate: 54M, loss ratio: 2, window size: 40
Mar  1 19:01:21 cs219-laptop kernel: [  374.914779] rraa: 06:20:a6:57:ff:32 : tx_count: 15606, tx_rate: 48M, loss ratio: 13, window size: 40
Mar  1 19:01:21 cs219-laptop kernel: [  374.918846] rraa: 06:20:a6:57:ff:32 : tx_count: 15646, tx_rate: 54M, loss ratio: 4, window size: 40
Mar  1 19:01:21 cs219-laptop kernel: [  374.963670] rraa: 06:20:a6:57:ff:32 : tx_count: 16046, tx_rate: 48M, loss ratio: 16, window size: 40
Mar  1 19:01:21 cs219-laptop kernel: [  374.973920] rraa: 06:20:a6:57:ff:32 : tx_count: 16126, tx_rate: 54M, loss ratio: 2, window size: 40
Mar  1 19:01:21 cs219-laptop kernel: [  374.977673] rraa: 06:20:a6:57:ff:32 : tx_count: 16166, tx_rate: 48M, loss ratio: 11, window size: 40
Mar  1 19:01:21 cs219-laptop kernel: [  374.990909] rraa: 06:20:a6:57:ff:32 : tx_count: 16286, tx_rate: 54M, loss ratio: 4, window size: 40
Mar  1 19:01:21 cs219-laptop kernel: [  375.006346] rraa: 06:20:a6:57:ff:32 : tx_count: 16446, tx_rate: 48M, loss ratio: 11, window size: 40
Mar  1 19:01:21 cs219-laptop kernel: [  375.011277] rraa: 06:20:a6:57:ff:32 : tx_count: 16486, tx_rate: 54M, loss ratio: 4, window size: 40
Mar  1 19:01:22 cs219-laptop kernel: [  375.055910] rraa: 06:20:a6:57:ff:32 : tx_count: 16886, tx_rate: 48M, loss ratio: 14, window size: 40
Mar  1 19:01:22 cs219-laptop kernel: [  375.071061] rraa: 06:20:a6:57:ff:32 : tx_count: 17006, tx_rate: 54M, loss ratio: 2, window size: 40
Mar  1 19:01:22 cs219-laptop kernel: [  375.084003] rraa: 06:20:a6:57:ff:32 : tx_count: 17046, tx_rate: 48M, loss ratio: 14, window size: 40
Mar  1 19:01:22 cs219-laptop kernel: [  375.089852] rraa: 06:20:a6:57:ff:32 : tx_count: 17086, tx_rate: 36M, loss ratio: 25, window size: 40
Mar  1 19:01:22 cs219-laptop kernel: [  375.104239] rraa: 06:20:a6:57:ff:32 : tx_count: 17206, tx_rate: 48M, loss ratio: 6, window size: 40
Mar  1 19:01:22 cs219-laptop kernel: [  375.126156] rraa: 06:20:a6:57:ff:32 : tx_count: 17366, tx_rate: 54M, loss ratio: 4, window size: 40
Mar  1 19:01:23 cs219-laptop kernel: [  375.203614] rraa: 06:20:a6:57:ff:32 : tx_count: 18046, tx_rate: 48M, loss ratio: 13, window size: 40
Mar  1 19:01:23 cs219-laptop kernel: [  375.221741] rraa: 06:20:a6:57:ff:32 : tx_count: 18126, tx_rate: 54M, loss ratio: 4, window size: 40
Mar  1 19:01:23 cs219-laptop kernel: [  375.236667] rraa: 06:20:a6:57:ff:32 : tx_count: 18206, tx_rate: 48M, loss ratio: 14, window size: 40
Mar  1 19:01:23 cs219-laptop kernel: [  375.256853] rraa: 06:20:a6:57:ff:32 : tx_count: 18366, tx_rate: 54M, loss ratio: 0, window size: 40
Mar  1 19:01:23 cs219-laptop kernel: [  375.338690] rraa: 06:20:a6:57:ff:32 : tx_count: 19166, tx_rate: 48M, loss ratio: 14, window size: 40
Mar  1 19:01:24 cs219-laptop kernel: [  375.364479] rraa: 06:20:a6:57:ff:32 : tx_count: 19366, tx_rate: 54M, loss ratio: 4, window size: 40
Mar  1 19:01:24 cs219-laptop kernel: [  375.402272] rraa: 06:20:a6:57:ff:32 : tx_count: 19726, tx_rate: 48M, loss ratio: 11, window size: 40
Mar  1 19:01:24 cs219-laptop kernel: [  375.406562] rraa: 06:20:a6:57:ff:32 : tx_count: 19766, tx_rate: 54M, loss ratio: 4, window size: 40
Mar  1 19:01:24 cs219-laptop kernel: [  375.464444] rraa: 06:20:a6:57:ff:32 : tx_count: 20326, tx_rate: 48M, loss ratio: 13, window size: 40
Mar  1 19:01:24 cs219-laptop kernel: [  375.470359] rraa: 06:20:a6:57:ff:32 : tx_count: 20366, tx_rate: 36M, loss ratio: 28, window size: 40
Mar  1 19:01:25 cs219-laptop kernel: [  375.484890] rraa: 06:20:a6:57:ff:32 : tx_count: 20446, tx_rate: 48M, loss ratio: 6, window size: 40
Mar  1 19:01:25 cs219-laptop kernel: [  375.488793] rraa: 06:20:a6:57:ff:32 : tx_count: 20486, tx_rate: 54M, loss ratio: 2, window size: 40
Mar  1 19:01:25 cs219-laptop kernel: [  375.522972] rraa: 06:20:a6:57:ff:32 : tx_count: 20766, tx_rate: 48M, loss ratio: 13, window size: 40
Mar  1 19:01:25 cs219-laptop kernel: [  375.536724] rraa: 06:20:a6:57:ff:32 : tx_count: 20886, tx_rate: 54M, loss ratio: 4, window size: 40
Mar  1 19:01:25 cs219-laptop kernel: [  375.560577] rraa: 06:20:a6:57:ff:32 : tx_count: 21046, tx_rate: 48M, loss ratio: 23, window size: 40
Mar  1 19:01:25 cs219-laptop kernel: [  375.564998] rraa: 06:20:a6:57:ff:32 : tx_count: 21086, tx_rate: 54M, loss ratio: 0, window size: 40
Mar  1 19:01:26 cs219-laptop kernel: [  375.650625] rraa: 06:20:a6:57:ff:32 : tx_count: 21926, tx_rate: 48M, loss ratio: 11, window size: 40
Mar  1 19:01:26 cs219-laptop kernel: [  375.654403] rraa: 06:20:a6:57:ff:32 : tx_count: 21966, tx_rate: 54M, loss ratio: 2, window size: 40
Mar  1 19:01:26 cs219-laptop kernel: [  375.692308] rraa: 06:20:a6:57:ff:32 : tx_count: 22286, tx_rate: 48M, loss ratio: 18, window size: 40
Mar  1 19:01:26 cs219-laptop kernel: [  375.701301] rraa: 06:20:a6:57:ff:32 : tx_count: 22366, tx_rate: 54M, loss ratio: 4, window size: 40
Mar  1 19:01:27 cs219-laptop kernel: [  375.787521] rraa: 06:20:a6:57:ff:32 : tx_count: 23206, tx_rate: 48M, loss ratio: 13, window size: 40
Mar  1 19:01:27 cs219-laptop kernel: [  375.796987] rraa: 06:20:a6:57:ff:32 : tx_count: 23286, tx_rate: 54M, loss ratio: 4, window size: 40
Mar  1 19:01:27 cs219-laptop kernel: [  375.807285] rraa: 06:20:a6:57:ff:32 : tx_count: 23326, tx_rate: 48M, loss ratio: 23, window size: 40
Mar  1 19:01:27 cs219-laptop kernel: [  375.825582] rraa: 06:20:a6:57:ff:32 : tx_count: 23486, tx_rate: 54M, loss ratio: 2, window size: 40
Mar  1 19:01:27 cs219-laptop kernel: [  375.838717] rraa: 06:20:a6:57:ff:32 : tx_count: 23566, tx_rate: 48M, loss ratio: 16, window size: 40
Mar  1 19:01:27 cs219-laptop kernel: [  375.842850] rraa: 06:20:a6:57:ff:32 : tx_count: 23606, tx_rate: 54M, loss ratio: 4, window size: 40
Mar  1 19:01:27 cs219-laptop kernel: [  375.872623] rraa: 06:20:a6:57:ff:32 : tx_count: 23886, tx_rate: 48M, loss ratio: 11, window size: 40
Mar  1 19:01:27 cs219-laptop kernel: [  375.877056] rraa: 06:20:a6:57:ff:32 : tx_count: 23926, tx_rate: 54M, loss ratio: 4, window size: 40
Mar  1 19:01:28 cs219-laptop kernel: [  375.919822] rraa: 06:20:a6:57:ff:32 : tx_count: 24326, tx_rate: 48M, loss ratio: 18, window size: 40
Mar  1 19:01:28 cs219-laptop kernel: [  375.937602] rraa: 06:20:a6:57:ff:32 : tx_count: 24406, tx_rate: 54M, loss ratio: 0, window size: 40
Mar  1 19:01:28 cs219-laptop kernel: [  375.984738] rraa: 06:20:a6:57:ff:32 : tx_count: 24766, tx_rate: 48M, loss ratio: 11, window size: 40
Mar  1 19:01:28 cs219-laptop kernel: [  375.990163] rraa: 06:20:a6:57:ff:32 : tx_count: 24806, tx_rate: 54M, loss ratio: 2, window size: 40
Mar  1 19:01:28 cs219-laptop kernel: [  376.018264] rraa: 06:20:a6:57:ff:32 : tx_count: 25086, tx_rate: 48M, loss ratio: 13, window size: 40
Mar  1 19:01:28 cs219-laptop kernel: [  376.022462] rraa: 06:20:a6:57:ff:32 : tx_count: 25126, tx_rate: 54M, loss ratio: 2, window size: 40
Mar  1 19:01:28 cs219-laptop kernel: [  376.060681] rraa: 06:20:a6:57:ff:32 : tx_count: 25486, tx_rate: 48M, loss ratio: 13, window size: 40
Mar  1 19:01:29 cs219-laptop kernel: [  376.083885] rraa: 06:20:a6:57:ff:32 : tx_count: 25686, tx_rate: 54M, loss ratio: 2, window size: 40
Mar  1 19:01:29 cs219-laptop kernel: [  376.117739] rraa: 06:20:a6:57:ff:32 : tx_count: 26006, tx_rate: 48M, loss ratio: 11, window size: 40
Mar  1 19:01:29 cs219-laptop kernel: [  376.125631] rraa: 06:20:a6:57:ff:32 : tx_count: 26086, tx_rate: 54M, loss ratio: 4, window size: 40
Mar  1 19:01:29 cs219-laptop kernel: [  376.218246] rraa: 06:20:a6:57:ff:32 : tx_count: 26606, tx_rate: 48M, loss ratio: 13, window size: 40
Mar  1 19:01:29 cs219-laptop kernel: [  376.225969] rraa: 06:20:a6:57:ff:32 : tx_count: 26686, tx_rate: 54M, loss ratio: 4, window size: 40
Mar  1 19:01:29 cs219-laptop kernel: [  376.232236] rraa: 06:20:a6:57:ff:32 : tx_count: 26726, tx_rate: 48M, loss ratio: 25, window size: 40
Mar  1 19:01:29 cs219-laptop kernel: [  376.236482] rraa: 06:20:a6:57:ff:32 : tx_count: 26766, tx_rate: 36M, loss ratio: 28, window size: 40
Mar  1 19:01:29 cs219-laptop kernel: [  376.249298] rraa: 06:20:a6:57:ff:32 : tx_count: 26846, tx_rate: 48M, loss ratio: 11, window size: 40
Mar  1 19:01:30 cs219-laptop kernel: [  376.253480] rraa: 06:20:a6:57:ff:32 : tx_count: 26886, tx_rate: 54M, loss ratio: 2, window size: 40
Mar  1 19:01:30 cs219-laptop kernel: [  376.359583] rraa: 06:20:a6:57:ff:32 : tx_count: 27446, tx_rate: 48M, loss ratio: 14, window size: 40
Mar  1 19:01:30 cs219-laptop kernel: [  376.365106] rraa: 06:20:a6:57:ff:32 : tx_count: 27486, tx_rate: 36M, loss ratio: 31, window size: 40
Mar  1 19:01:30 cs219-laptop kernel: [  376.386492] rraa: 06:20:a6:57:ff:32 : tx_count: 27646, tx_rate: 48M, loss ratio: 6, window size: 40
Mar  1 19:01:30 cs219-laptop kernel: [  376.391220] rraa: 06:20:a6:57:ff:32 : tx_count: 27686, tx_rate: 54M, loss ratio: 2, window size: 40
Mar  1 19:01:30 cs219-laptop kernel: [  376.403362] rraa: 06:20:a6:57:ff:32 : tx_count: 27806, tx_rate: 48M, loss ratio: 11, window size: 40
Mar  1 19:01:30 cs219-laptop kernel: [  376.408407] rraa: 06:20:a6:57:ff:32 : tx_count: 27846, tx_rate: 54M, loss ratio: 2, window size: 40
Mar  1 19:01:31 cs219-laptop kernel: [  376.560525] rraa: 06:20:a6:57:ff:32 : tx_count: 29326, tx_rate: 48M, loss ratio: 16, window size: 40
Mar  1 19:01:31 cs219-laptop kernel: [  376.564417] rraa: 06:20:a6:57:ff:32 : tx_count: 29366, tx_rate: 54M, loss ratio: 2, window size: 40
Mar  1 19:01:32 cs219-laptop kernel: [  376.597219] rraa: 06:20:a6:57:ff:32 : tx_count: 29646, tx_rate: 48M, loss ratio: 21, window size: 40
Mar  1 19:01:32 cs219-laptop kernel: [  376.602440] rraa: 06:20:a6:57:ff:32 : tx_count: 29686, tx_rate: 36M, loss ratio: 32, window size: 40
Mar  1 19:01:32 cs219-laptop kernel: [  376.606923] rraa: 06:20:a6:57:ff:32 : tx_count: 29726, tx_rate: 48M, loss ratio: 11, window size: 40
Mar  1 19:01:32 cs219-laptop kernel: [  376.611495] rraa: 06:20:a6:57:ff:32 : tx_count: 29766, tx_rate: 54M, loss ratio: 0, window size: 40
Mar  1 19:01:32 cs219-laptop kernel: [  376.626234] rraa: 06:20:a6:57:ff:32 : tx_count: 29846, tx_rate: 48M, loss ratio: 21, window size: 40
Mar  1 19:01:32 cs219-laptop kernel: [  376.642185] rraa: 06:20:a6:57:ff:32 : tx_count: 29966, tx_rate: 54M, loss ratio: 2, window size: 40
Mar  1 19:01:32 cs219-laptop kernel: [  376.658052] rraa: 06:20:a6:57:ff:32 : tx_count: 30086, tx_rate: 48M, loss ratio: 13, window size: 40
Mar  1 19:01:32 cs219-laptop kernel: [  376.663237] rraa: 06:20:a6:57:ff:32 : tx_count: 30126, tx_rate: 54M, loss ratio: 2, window size: 40
Mar  1 19:01:33 cs219-laptop kernel: [  376.727424] rraa: 06:20:a6:57:ff:32 : tx_count: 30686, tx_rate: 48M, loss ratio: 13, window size: 40
Mar  1 19:01:33 cs219-laptop kernel: [  376.731270] rraa: 06:20:a6:57:ff:32 : tx_count: 30726, tx_rate: 54M, loss ratio: 2, window size: 40
Mar  1 19:01:33 cs219-laptop kernel: [  376.748627] rraa: 06:20:a6:57:ff:32 : tx_count: 30846, tx_rate: 48M, loss ratio: 25, window size: 40
Mar  1 19:01:33 cs219-laptop kernel: [  376.752639] rraa: 06:20:a6:57:ff:32 : tx_count: 30886, tx_rate: 54M, loss ratio: 4, window size: 40
Mar  1 19:01:33 cs219-laptop kernel: [  376.804790] rraa: 06:20:a6:57:ff:32 : tx_count: 31286, tx_rate: 48M, loss ratio: 11, window size: 40
Mar  1 19:01:33 cs219-laptop kernel: [  376.809012] rraa: 06:20:a6:57:ff:32 : tx_count: 31326, tx_rate: 54M, loss ratio: 4, window size: 40
Mar  1 19:01:34 cs219-laptop kernel: [  376.902954] rraa: 06:20:a6:57:ff:32 : tx_count: 32206, tx_rate: 48M, loss ratio: 13, window size: 40
Mar  1 19:01:34 cs219-laptop kernel: [  376.907503] rraa: 06:20:a6:57:ff:32 : tx_count: 32246, tx_rate: 54M, loss ratio: 2, window size: 40
